ts,venue,symbol,module,side,entry,stop_x,tp,target_r_multiple_x,timeout_bars_x,rule_reasons,veto_reasons,candidate__atr15,candidate__signal_risk,candidate__signal_risk_pct,candidate_id,signal_entry,signal_tp,entry_ts,executed_entry,stop_y,executed_tp,exit_ts,executed_exit,target_r_multiple_y,timeout_bars_y,tp_before_sl_within_horizon,tp1_before_sl_within_12h,mfe_r_24h,mae_r_24h,net_r_24h_timeout,minutes_to_tp_or_sl,outcome,entry_source,path_source,y,realized_r,holding_minutes,trend_bybit__ret_15m_1,trend_bybit__ret_1h_4,trend_bybit__ret_4h_6,trend_bybit__ema50_4h_gap,trend_bybit__ema50_4h_slope,trend_bybit__ema200_4h_slope,trend_bybit__adx14_4h,trend_bybit__atr_pctile_90d,trend_bybit__breakout_age_1h,trend_bybit__impulse_atr_1h,trend_bybit__pullback_depth_frac,trend_bybit__pullback_bars,trend_bybit__dist_to_breakout_level,trend_bybit__dist_to_ema50_4h,ts_dt,p,selection_scope,split_kind,budget_per_week,threshold,model_key,portfolio_mode,selection_policy,cooldown_minutes,trade_index,cumulative_r,equity_peak_r,drawdown_r,signal_risk,risk_pct,notional_usd,risk_usd,pnl_usd,cumulative_pnl_usd,equity_peak_pnl_usd,drawdown_pnl_usd
1751482800000,bybit,BTCUSDT,continuation_v1,long,109493.0,108153.2439627224,112172.5120745552,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],326.6995137774081,1339.7560372775988,0.012235997162171088,continuation_v1:long:BTCUSDT:1751482800000,109493.0,112172.5120745552,1751483700000,109503.9493,108153.2439627224,112205.35997455519,1751569200000,109637.7,2.0,96,False,False,0.7268429855905968,0.7765196975633376,0.09902285591732692,,timeout,bar_open,trade_bars,0,0.09902285591732692,1440.0,0.0016292381002041,0.01288621646623489,0.026464078799277813,0.01886307932128235,0.0008155260186413216,0.0007782079939364639,19.422576885986082,14.629629629629628,2.0,1.2637664817315353,0.24767709061843904,1.0,0.0068771519640524964,0.02585782309743071,2025-07-02 19:00:00+00:00,1e-06,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,1,0.09902285591732692,0.09902285591732692,0.0,1350.705337277599,0.012334763685802509,5000.0,61.67381842901254,6.10711763616749,6.10711763616749,6.10711763616749,0.0
1751493600000,bybit,BTCUSDT,continuation_v1,long,109395.0,108707.38517491032,110770.22965017936,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],269.6910287763832,687.6148250896767,0.006285614745552144,continuation_v1:long:BTCUSDT:1751493600000,109395.0,110770.22965017936,1751494500000,109405.9395,108707.38517491032,110803.04815017934,1751499900000,108707.38517491032,2.0,96,False,False,0.08640773928679246,1.054949448499073,0.4790758398884042,105.0,sl,bar_open,trade_bars,0,-1.0,105.0,0.0019251763981800174,0.0026625849529580137,0.040714888511072855,0.026024480770947395,0.002254892087429239,0.0011479745848772538,20.3061779990948,16.48148148148148,5.0,1.2637664817315353,0.34558896992706184,4.0,0.00598747657571187,0.0239206331070338,2025-07-02 22:00:00+00:00,1e-06,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,2,-0.900977144082673,0.09902285591732692,1.0,698.5543250896735,0.006384976247927322,5000.0,31.92488123963661,-31.92488123963661,-25.817763603469118,6.10711763616749,31.92488123963661
1751810400000,bybit,BTCUSDT,continuation_v1,long,108731.5,107616.69935888692,110961.10128222615,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],118.11575111561811,1114.8006411130773,0.010252784529902349,continuation_v1:long:BTCUSDT:1751810400000,108731.5,110961.10128222615,1751811300000,108742.37315,107616.69935888692,110993.72073222615,1751897700000,108099.3,2.0,96,False,False,0.8373889997633527,0.7511706825508355,-0.5712784245994746,,timeout,bar_open,trade_bars,0,-0.5712784245994746,1440.0,0.0008090674462186698,0.00854463812826789,-0.00025079611571410254,0.0029581230347343417,0.0006996402292569481,0.0009707305076422923,13.918200979441053,0.1851851851851852,0.0,2.13692484284639,0.40186810713482274,0.0,0.004888187875638614,0.00940171414626586,2025-07-06 14:00:00+00:00,1e-06,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,3,-1.4722555686821477,0.09902285591732692,1.5712784245994746,1125.6737911130767,0.010351749354966848,5000.0,51.758746774834236,-29.568655316770442,-55.386418920239564,6.10711763616749,61.49353655640705
1751823900000,bybit,BTCUSDT,continuation_v1,long,108914.1,108392.68541699648,109956.92916600706,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],155.00476115088753,521.4145830035231,0.004787392844484995,continuation_v1:long:BTCUSDT:1751823900000,108914.1,109956.92916600706,1751824800000,108924.99141,108392.68541699648,109989.60339600705,1751827500000,108392.68541699648,2.0,96,False,False,0.0,1.111374693833463,-1.9405969941675352,60.0,sl,bar_open,trade_bars,0,-1.0,60.0,0.0008233440080129828,0.005664656756367181,0.007802461089530199,0.010156481179828059,0.0009502556736309398,0.001032580923376214,14.033280118288431,0.5555555555555556,3.0,2.13692484284639,0.3134143596668897,3.0,0.00655654318403224,0.010648157963349909,2025-07-06 17:45:00+00:00,0.999999,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,4,-2.4722555686821477,0.09902285591732692,2.5712784245994746,532.3059930035233,0.004886904154069589,5000.0,24.434520770347945,-24.434520770347945,-79.82093969058751,6.10711763616749,85.928057326755
1751836500000,bybit,BTCUSDT,continuation_v1,long,108880.1,108106.56456999606,110427.1708600079,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],186.4809828661203,773.5354300039508,0.007104470238399402,continuation_v1:long:BTCUSDT:1751836500000,108880.1,110427.1708600079,1751837400000,108890.98801,108106.56456999606,110459.83489000789,1751895000000,108106.56456999606,2.0,96,False,True,1.0122236913216267,1.2674124194899143,-1.5000673743177337,960.0,sl,bar_open,trade_bars,0,-1.0,960.0,0.0024148896405562503,-0.0017672991753523437,0.0037161274566037683,0.006585999946500934,0.001041650390760207,0.001055303654061035,14.14013931864671,0.7407407407407408,7.0,2.13692484284639,0.5298221922124688,7.0,0.006246320493827667,0.010071339765443391,2025-07-06 21:15:00+00:00,0.3333333333333333,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,5,-3.4722555686821477,0.09902285591732692,3.5712784245994746,784.4234400039422,0.007203749863412982,5000.0,36.01874931706491,-36.01874931706491,-115.83968900765242,6.10711763616749,121.94680664381991
1751837400000,bybit,BTCUSDT,continuation_v1,long,109257.6,108049.21397571065,111674.37204857873,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],202.42519837568295,1208.3860242893643,0.011059972251718547,continuation_v1:long:BTCUSDT:1751837400000,109257.6,111674.37204857873,1751838300000,109268.52576,108049.21397571065,111707.14932857871,1751895000000,108049.21397571065,2.0,96,False,False,0.34156500852874744,1.1250000021934312,-1.0502037104040012,945.0,sl,bar_open,trade_bars,0,-1.0,945.0,0.0034671165805322257,-0.0017672991753523437,0.0037161274566037683,0.006585999946500934,0.001041650390760207,0.001055303654061035,14.14013931864671,0.7407407407407408,7.0,2.13692484284639,0.5298221922124688,7.0,0.00967987581641923,0.013491679121593858,2025-07-06 21:30:00+00:00,1e-06,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,6,-4.472255568682147,0.09902285591732692,4.571278424599474,1219.3117842893553,0.011158856366081856,5000.0,55.79428183040928,-55.79428183040928,-171.6339708380617,6.10711763616749,177.7410884742292
1751838300000,bybit,BTCUSDT,continuation_v1,long,109393.3,107937.02413815986,112305.85172368027,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],226.23054134884825,1456.2758618401385,0.013312294828295138,continuation_v1:long:BTCUSDT:1751838300000,109393.3,112305.85172368027,1751839200000,109404.23933,107937.02413815986,112338.66971368027,1751895000000,107937.02413815986,2.0,96,False,False,0.18890253559356288,1.027415295577338,-0.8855819768131021,930.0,sl,bar_open,trade_bars,0,-1.0,930.0,0.0012420188618458283,-0.0017672991753523437,0.0037161274566037683,0.006585999946500934,0.001041650390760207,0.001055303654061035,14.14013931864671,0.7407407407407408,7.0,2.13692484284639,0.5298221922124688,7.0,0.010908346306400876,0.014715421152807806,2025-07-06 21:45:00+00:00,0.031552043047155205,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,7,-5.472255568682147,0.09902285591732692,5.571278424599474,1467.215191840136,0.013410953732921822,5000.0,67.05476866460911,-67.05476866460911,-238.68873950267084,6.10711763616749,244.79585713883833
1752099300000,bybit,BTCUSDT,continuation_v1,long,111252.8,109989.93169870027,113778.53660259946,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],395.3561172565342,1262.868301299728,0.011351339483588081,continuation_v1:long:BTCUSDT:1752099300000,111252.8,113778.53660259946,1752100200000,111263.92528,109989.93169870027,113811.91244259945,1752183000000,113811.91244259945,2.0,96,True,False,5.20628582228275,0.6381706249811347,3.768758956463222,1395.0,tp,bar_open,trade_bars,1,2.0,1395.0,0.004194493812963662,0.015416186629345185,0.02735250890749996,0.030196839109260108,0.0021944659862813687,0.001356842814688175,14.207920572444054,24.25925925925926,2.0,3.4730456603583915,0.5374611628939167,2.0,0.013543928782017198,0.0262758819579016,2025-07-09 22:15:00+00:00,0.999999,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,8,-3.4722555686821472,0.09902285591732692,3.571278424599474,1273.9935812997282,0.011450194464141668,5000.0,57.25097232070834,114.50194464141669,-124.18679486125416,6.10711763616749,130.29391249742164
1752102000000,bybit,BTCUSDT,continuation_v1,long,111332.1,110217.58625803371,113561.12748393259,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],359.0599816372476,1114.513741966297,0.010010713369875327,continuation_v1:long:BTCUSDT:1752102000000,111332.1,113561.12748393259,1752102900000,111343.23321,110217.58625803371,113594.52711393259,1752169500000,113594.52711393259,2.0,96,True,False,2.135275883616456,0.79272920203024,4.129418004357714,1125.0,tp,bar_open,trade_bars,1,2.0,1125.0,0.0006732148571060304,0.016816938044109664,0.02735250890749996,0.030196839109260108,0.0021944659862813687,0.001356842814688175,14.207920572444054,24.25925925925926,3.0,3.4730456603583915,0.2960053262316885,3.0,0.014246565006857913,0.02696944942461373,2025-07-09 23:00:00+00:00,0.999999,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,9,-1.4722555686821472,0.09902285591732692,1.5712784245994742,1125.6469519662933,0.01010970239963533,5000.0,50.54851199817665,101.0970239963533,-23.089770864900856,6.10711763616749,29.196888501068347
1752113700000,bybit,BTCUSDT,continuation_v1,long,111323.0,110356.9318736258,113255.1362527484,2.0,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],247.3557174267636,966.0681263741972,0.008678064069187834,continuation_v1:long:BTCUSDT:1752113700000,111323.0,113255.1362527484,1752114600000,111334.1323,110356.9318736258,113288.5331527484,1752167700000,113288.5331527484,2.0,96,True,False,2.165234114613224,0.9038394541815193,4.723562920583964,900.0,tp,bar_open,trade_bars,1,2.0,900.0,0.0015041950127658854,0.0033189485152285148,0.021379127292965983,0.024882881402980842,0.003159218259053631,0.0016139886941912707,16.89966379756009,27.59259259259259,6.0,3.4730456603583915,0.3742565468264523,6.0,0.014165985465716877,0.025875315756502083,2025-07-10 02:15:00+00:00,0.999999,event,final,3,1e-06,baseline,one_position_at_a_time,first_signal,0,10,0.5277444313178528,0.5277444313178528,0.0,977.2004263741983,0.008777186350552788,5000.0,43.88593175276394,87.77186350552788,64.68209264062702,64.68209264062702,0.0
